imagepath,videopath,video_num_frames,video_classes_present,video_name,video_category,video_total_targets,frame_number,frame_num_targets,split
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_32.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,32,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_35.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,35,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_47.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,47,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_48.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,48,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_49.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,49,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_58.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,58,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_64.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,64,0,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_74.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,74,1,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_80.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,80,1,train
G:\2025-05-14_videos_annotated\images\A03_009ca9a9-dbda-3d64-a6c6-e414f9834742_99.jpg,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,20,4,A03_009ca9a9-dbda-3d64-a6c6-e414f9834742,target,8,99,1,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_0.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,0,0,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_124.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,124,2,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_149.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,149,2,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_174.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,174,2,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_199.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,199,0,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_224.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,224,0,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_24.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,24,0,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_49.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,49,0,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_74.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,74,2,train
G:\2025-05-14_videos_annotated\images\A03_15d94001-cc35-3b81-ad43-9b35503a3306_99.jpg,A03_15d94001-cc35-3b81-ad43-9b35503a3306,10,4,A03_15d94001-cc35-3b81-ad43-9b35503a3306,target,10,99,2,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_0.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_124.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_149.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_174.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_199.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_224.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_24.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_49.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_74.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_21f163da-f217-3d7f-bb31-4b24feac42ec_99.jpg,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,10,,A03_21f163da-f217-3d7f-bb31-4b24feac42ec,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_0.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_124.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_149.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_174.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_199.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_224.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_24.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_49.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_74.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f_99.jpg,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,10,,A03_1cc62fca-cca3-3ea9-8c29-c4f1844a9d1f,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_0.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_124.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_149.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_174.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_199.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_224.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_24.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_49.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_74.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105_99.jpg,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,10,,A03_37a2a8e8-2d65-38a9-8dce-395ec0af6105,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_0.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_124.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_149.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_174.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_199.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_224.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_24.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_49.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_74.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_2a04e066-9427-31dd-b2cb-f65914379b60_99.jpg,A03_2a04e066-9427-31dd-b2cb-f65914379b60,10,,A03_2a04e066-9427-31dd-b2cb-f65914379b60,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_0.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_124.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_149.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_174.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_199.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_224.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_24.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_49.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_74.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_099e4bdc-727e-352e-a9d2-d748db96e8ac_99.jpg,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,10,,A03_099e4bdc-727e-352e-a9d2-d748db96e8ac,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_0.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_124.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_149.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_174.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_199.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_224.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_24.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_49.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_74.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_051ffecc-3103-32ea-bbb2-17658f5d1e12_99.jpg,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,10,,A03_051ffecc-3103-32ea-bbb2-17658f5d1e12,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_0.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_124.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_149.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_174.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_199.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_224.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_24.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_49.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_74.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_38b1d89c-b171-3b35-aada-d2202d0d99a4_99.jpg,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,10,,A03_38b1d89c-b171-3b35-aada-d2202d0d99a4,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_0.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_124.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_149.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_174.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_199.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_224.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_24.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_49.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_74.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_07b5cc28-3718-31be-90c9-a35b8805bc3d_99.jpg,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,10,,A03_07b5cc28-3718-31be-90c9-a35b8805bc3d,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_0.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_124.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_149.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_174.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_199.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_224.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_24.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_49.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_2abc1991-8a57-3957-8f63-63cd8a770a83_74.jpg,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,10,,A03_2abc1991-8a57-3957-8f63-63cd8a770a83,background,0,74,0,train
