image_path,image_width,image_height,image_format,num_targets,classes,has_annotations,video_path,video_name,frame_number
G:\2025-05-14_videos_annotated\images\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5.mp4,A03_23135138-efa9-3a11-821a-4cdf5ff32ea5,224
G:\2025-05-14_videos_annotated\images\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5.mp4,A03_23135138-efa9-3a11-821a-4cdf5ff32ea5,24
G:\2025-05-14_videos_annotated\images\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5.mp4,A03_23135138-efa9-3a11-821a-4cdf5ff32ea5,49
G:\2025-05-14_videos_annotated\images\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5.mp4,A03_23135138-efa9-3a11-821a-4cdf5ff32ea5,74
G:\2025-05-14_videos_annotated\images\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23135138-efa9-3a11-821a-4cdf5ff32ea5.mp4,A03_23135138-efa9-3a11-821a-4cdf5ff32ea5,99
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,0
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,124
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,149
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,174
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,199
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,224
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,24
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,49
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,74
G:\2025-05-14_videos_annotated\images\A03_2320948d-9fea-304f-95e7-484948a1b26a_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2320948d-9fea-304f-95e7-484948a1b26a.mp4,A03_2320948d-9fea-304f-95e7-484948a1b26a,99
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,0
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,124
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,149
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,174
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,199
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,224
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,24
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,49
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,74
G:\2025-05-14_videos_annotated\images\A03_23253b1e-f964-3afa-91a4-140ae5742177_99.jpg,1920,1080,JPEG,1,Plane,Yes,G:\2025-05-14\A03_23253b1e-f964-3afa-91a4-140ae5742177.mp4,A03_23253b1e-f964-3afa-91a4-140ae5742177,99
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,0
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,124
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,149
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,174
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,199
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,224
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,24
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,49
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,74
G:\2025-05-14_videos_annotated\images\A03_235a60eb-ec12-3d07-b51d-99c5515865f8_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_235a60eb-ec12-3d07-b51d-99c5515865f8.mp4,A03_235a60eb-ec12-3d07-b51d-99c5515865f8,99
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,0
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,124
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,149
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,174
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,199
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,224
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,24
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,49
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,74
G:\2025-05-14_videos_annotated\images\A03_23769da6-26fc-3068-b85d-b61dbc678731_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23769da6-26fc-3068-b85d-b61dbc678731.mp4,A03_23769da6-26fc-3068-b85d-b61dbc678731,99
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,0
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,124
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,149
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,174
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,199
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,224
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,24
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,49
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,74
G:\2025-05-14_videos_annotated\images\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3.mp4,A03_237d7254-c6f3-3a2b-b09a-72aa53e0e1f3,99
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,0
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,124
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,149
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,174
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,199
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,224
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,24
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,49
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,74
G:\2025-05-14_videos_annotated\images\A03_2391868f-fc5d-38af-a819-f33ce4b52f25_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_2391868f-fc5d-38af-a819-f33ce4b52f25.mp4,A03_2391868f-fc5d-38af-a819-f33ce4b52f25,99
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,0
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,124
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,149
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,174
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,199
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,224
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,24
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,49
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,74
G:\2025-05-14_videos_annotated\images\A03_23b91f7c-28e0-33c6-b98a-4734200909c8_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23b91f7c-28e0-33c6-b98a-4734200909c8.mp4,A03_23b91f7c-28e0-33c6-b98a-4734200909c8,99
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,0
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,124
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,149
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,174
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,199
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,224
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,24
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,49
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,74
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23cc378d-f2cd-3124-863f-c5a594eb8121.mp4,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,99
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,0
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,124
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,149
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,174
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,199
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,224
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,24
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,49
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,74
G:\2025-05-14_videos_annotated\images\A03_23d87110-1b7c-334d-84b0-16f6a180875f_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23d87110-1b7c-334d-84b0-16f6a180875f.mp4,A03_23d87110-1b7c-334d-84b0-16f6a180875f,99
G:\2025-05-14_videos_annotated\images\A03_23ef650d-7054-31c5-881e-8a0d506395dc_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_23ef650d-7054-31c5-881e-8a0d506395dc.mp4,A03_23ef650d-7054-31c5-881e-8a0d506395dc,0
